judul,caption,hashtag,kategori,platform,tanggal
"Suka takut kelaperan makanya banyakin protein, taunya malah ","Suka takut kelaperan makanya banyakin protein, taunya malah kenyang banget 😂 #defisitkalori #diettips #dietsehat #makansehat #menudiet #dietchallenge #fyp",#defisitkalori #diettips #dietsehat #makansehat #menudiet #dietchallenge #fyp,Health & Fitness,TikTok,2026-01-25
gimana? udah siap 2024 glow up belum? #tipsdiet #glowupchall,gimana? udah siap 2024 glow up belum? #tipsdiet #glowupchallenge #goto2024,#tipsdiet #glowupchallenge #goto2024,Health & Fitness,TikTok,2026-01-25
yuk cobain #diet #dietsehat #dietcheck #lemovita #lemovitasa,yuk cobain #diet #dietsehat #dietcheck #lemovita #lemovitasarilemon,#diet #dietsehat #dietcheck #lemovita #lemovitasarilemon,Health & Fitness,TikTok,2026-01-25
"Aku jalanin pola diet 80:20 ya, simpel dg menu rumahan, ak l","Aku jalanin pola diet 80:20 ya, simpel dg menu rumahan, ak loss 27kg, ak tnggu dikelas dietku kak 😍🥰 #diet #dietsehat #menudiet #caracepatkurus",#diet #dietsehat #menudiet #caracepatkurus,Health & Fitness,TikTok,2026-01-25
tips diet tanpa olahraga 🥰😍 #pelangsingbadan #pelangsingbada,tips diet tanpa olahraga 🥰😍 #pelangsingbadan #pelangsingbadanampuh #pelangsingbadanampuh #pelangsingbadanaman #fyp #pinky #pinkyorganik,#pelangsingbadan #pelangsingbadanampuh #pelangsingbadanampuh #pelangsingbadanaman #fyp #pinky #pinkyorganik,Health & Fitness,TikTok,2026-01-25
"Menu Makanan DIET, bisa turunkan berat badan loh, yuk dicoba","Menu Makanan DIET, bisa turunkan berat badan loh, yuk dicoba...
#tipsdiet
#makanandiet
#menudiet
#makanandietsehat
#dietsehat",#tipsdiet #makanandiet #menudiet #makanandietsehat #dietsehat,Health & Fitness,TikTok,2026-01-25
jadwal diet if yang berhasil#dietif #berhasildiet #tehhijau ,jadwal diet if yang berhasil#dietif #berhasildiet #tehhijau #khauqi #fyp,#dietif #berhasildiet #tehhijau #khauqi #fyp,Health & Fitness,TikTok,2026-01-25
"5 rules buat pemula stop gula!

1. Jangan langsung berhenti ","5 rules buat pemula stop gula!

1. Jangan langsung berhenti mendadak karena pasti ga bisa konsisten! Pelan-pelan aja tapi bertahap
2. Cari alternativ manis yang lebih sehat misal stevia, buah, ubi, jagung rebus
3. Terapin mindful eating buat nikmatin setiap makanannya pelan-pelan jadi bisa dapetin rasa puas tanpa makan berlebihan",,Health & Fitness,TikTok,2026-01-25
"Start 80kg 🔥
#fyp #pemula #diet #cardio #olahragadirumah #bu","Start 80kg 🔥
#fyp #pemula #diet #cardio #olahragadirumah #buanglemakperut",#fyp #pemula #diet #cardio #olahragadirumah #buanglemakperut,Health & Fitness,TikTok,2026-01-25
WORKOUT NYA TIAP HARI,WORKOUT NYA TIAP HARI,,Health & Fitness,TikTok,2026-01-25
karena selflove sebenarnya bukan menjadikan diri kita nyaman,"karena selflove sebenarnya bukan menjadikan diri kita nyaman, tapi pertumbungan yang meningkatkan value diri✨ (From 86kg to 56kg)
#weightlosstransformation #dietjourney #diet #defisitkalori #weightloss",#weightlosstransformation #dietjourney #diet #defisitkalori #weightloss,Health & Fitness,TikTok,2026-01-25
Replying to @fraisma_nabila semoga membantu #fyp #tipsdiet #,Replying to @fraisma_nabila semoga membantu #fyp #tipsdiet #tipskurus,#fyp #tipsdiet #tipskurus,Health & Fitness,TikTok,2026-01-25
Yang gendutttt & yg ingin body goalss rekomendasi for you #t,Yang gendutttt & yg ingin body goalss rekomendasi for you #tehdiet #tehhijau #diet #dietsehat #greentea #beratbadan #bodygoals,#tehdiet #tehhijau #diet #dietsehat #greentea #beratbadan #bodygoals,Health & Fitness,TikTok,2026-01-25
Small progress🥰#dieting #transformation #caldef,Small progress🥰#dieting #transformation #caldef,#dieting #transformation #caldef,Health & Fitness,TikTok,2026-01-25
tantangan diet sehat #tantanganturunbb #turunbbcepat #turunb,tantangan diet sehat #tantanganturunbb #turunbbcepat #turunbb #elumorapbkapsul,#tantanganturunbb #turunbbcepat #turunbb #elumorapbkapsul,Health & Fitness,TikTok,2026-01-25
"#CapCut hallo guys aku izin pamer dulu ya, berhasil diet los","#CapCut hallo guys aku izin pamer dulu ya, berhasil diet lost 40kg karena gak nunggu hari senin!!!! #jjbeforeafter #jjdiet",#capcut #jjbeforeafter #jjdiet,Health & Fitness,TikTok,2026-01-25
rubah mindset lu tentang “Diet” !,rubah mindset lu tentang “Diet” !,,Health & Fitness,TikTok,2026-01-25
"MasyaAllah segini juga udah alhamdulillah, bismillah semngat","MasyaAllah segini juga udah alhamdulillah, bismillah semngat 55 kg
#berhasildiet #dietif",#berhasildiet #dietif,Health & Fitness,TikTok,2026-01-25
sefruit tips yang berguna untuk melengkapi perjalanan glow u,"sefruit tips yang berguna untuk melengkapi perjalanan glow up kamu..
#tipsglowup #tipsdiet #carajaditinggi",#tipsglowup #tipsdiet #carajaditinggi,Health & Fitness,TikTok,2026-01-25
Buah seger sebelum berbuka dan sahur #ramadankembalikuat #me,Buah seger sebelum berbuka dan sahur #ramadankembalikuat #menusederhana #dietsehat #fyp #menusehatdiet,#ramadankembalikuat #menusederhana #dietsehat #fyp #menusehatdiet,Health & Fitness,TikTok,2026-01-25
Membalas @Newlove Untuk tips langsing cek link di bio ✨ #tip,Membalas @Newlove Untuk tips langsing cek link di bio ✨ #tipsdiet #langsingdarirumah #hidupsehat #beratbadanideal #makanandiet #diet #fyp #xyzbca,#tipsdiet #langsingdarirumah #hidupsehat #beratbadanideal #makanandiet #diet #fyp #xyzbca,Health & Fitness,TikTok,2026-01-25
always focused #diet #focus2024 #diets #foodtok #fyy,always focused #diet #focus2024 #diets #foodtok #fyy,#diet #focus2024 #diets #foodtok #fyy,Health & Fitness,TikTok,2026-01-25
"besok berjuang yuk, tapinya serius seminggu dulu najah tajam","besok berjuang yuk, tapinya serius seminggu dulu najah tajam makan baso moe dan gorengan yuuu #pejuangdiet #diet",#pejuangdiet #diet,Health & Fitness,TikTok,2026-01-25
Semangat pejuang diet.usaha tidak akan mengkhianati hasil 💪🏻,Semangat pejuang diet.usaha tidak akan mengkhianati hasil 💪🏻💪🏻#menudietalarumahan #pejuangbodygoal #dietifpemula #masukberanda #fyp,#menudietalarumahan #pejuangbodygoal #dietifpemula #masukberanda #fyp,Health & Fitness,TikTok,2026-01-25
"berhasil diet itu menyenangkan😌🌻

#diet #defisitkalori #fyp ","berhasil diet itu menyenangkan😌🌻

#diet #defisitkalori #fyp #fypシ #foryou #healthylifestyle #dietjourney #dietsehat #intermittentdiet",#diet #defisitkalori #fyp #fypシ #foryou #healthylifestyle #dietjourney #dietsehat #intermittentdiet,Health & Fitness,TikTok,2026-01-25
"LATIHAN ITU BUKAN SOAL BADAN TAPI KOMITMEN
#motivasi #workou","LATIHAN ITU BUKAN SOAL BADAN TAPI KOMITMEN
#motivasi #workout #gym #mental #disiplin",#motivasi #workout #gym #mental #disiplin,Health & Fitness,TikTok,2026-01-25
#Gymtok #fyp #workout,#Gymtok #fyp #workout,#gymtok #fyp #workout,Health & Fitness,TikTok,2026-01-25
#gym #gymmotivation #gymrat #gymshark #fyp #sadvibes,#gym #gymmotivation #gymrat #gymshark #fyp #sadvibes,#gym #gymmotivation #gymrat #gymshark #fyp #sadvibes,Health & Fitness,TikTok,2026-01-25
3 kesalahan gym pemula di gym! #gymtok #fitness #gymtips #wo,3 kesalahan gym pemula di gym! #gymtok #fitness #gymtips #workottips,#gymtok #fitness #gymtips #workottips,Health & Fitness,TikTok,2026-01-25
#gym #gymtok #gymmotivation #gymgirl #fyp,#gym #gymtok #gymmotivation #gymgirl #fyp,#gym #gymtok #gymmotivation #gymgirl #fyp,Health & Fitness,TikTok,2026-01-25
#workout #foryoupage #gymmotivation #man,#workout #foryoupage #gymmotivation #man,#workout #foryoupage #gymmotivation #man,Health & Fitness,TikTok,2026-01-25
#fypp #fypage #foryou #gym #motivation,#fypp #fypage #foryou #gym #motivation,#fypp #fypage #foryou #gym #motivation,Health & Fitness,TikTok,2026-01-25
#gym #workout #gymmotivation,#gym #workout #gymmotivation,#gym #workout #gymmotivation,Health & Fitness,TikTok,2026-01-25
#gym #gymrat #gymtok #workoutmotivation #gymshark,#gym #gymrat #gymtok #workoutmotivation #gymshark,#gym #gymrat #gymtok #workoutmotivation #gymshark,Health & Fitness,TikTok,2026-01-25
#back #muscle #gymmotivation🏋️‍♀️💪🏻❤️‍🔥 #gymtok #foryou,#back #muscle #gymmotivation🏋️‍♀️💪🏻❤️‍🔥 #gymtok #foryou,#back #muscle #gymmotivation #gymtok #foryou,Health & Fitness,TikTok,2026-01-25
"kalo yang ini, harus bgt dicatetttt

#gym #gymrat #gymtok #g","kalo yang ini, harus bgt dicatetttt

#gym #gymrat #gymtok #gymgirl #gymlife #gymtips #cewegym #gymmotivation #fitness #fitnessgirl #fitnessroutine #fitnesstips #gympemula #gymtipsforbeginners",#gym #gymrat #gymtok #gymgirl #gymlife #gymtips #cewegym #gymmotivation #fitness #fitnessgirl #fitnessroutine #fitnesstips #gympemula #gymtipsforbeginners,Health & Fitness,TikTok,2026-01-25
#gym #motivation #biceps #fyp,#gym #motivation #biceps #fyp,#gym #motivation #biceps #fyp,Health & Fitness,TikTok,2026-01-25
Leg day pump #gymtok #physique #legdayeveryday #gymrat,Leg day pump #gymtok #physique #legdayeveryday #gymrat,#gymtok #physique #legdayeveryday #gymrat,Health & Fitness,TikTok,2026-01-25
#gym #gymmotivation #viral #fyp #natty,#gym #gymmotivation #viral #fyp #natty,#gym #gymmotivation #viral #fyp #natty,Health & Fitness,TikTok,2026-01-25
10 Months gym btw#gym #progress #muscular #posing #fyp,10 Months gym btw#gym #progress #muscular #posing #fyp,#gym #progress #muscular #posing #fyp,Health & Fitness,TikTok,2026-01-25
#gym #gymrat #gymlife #gymgirl #gymmotivation,#gym #gymrat #gymlife #gymgirl #gymmotivation,#gym #gymrat #gymlife #gymgirl #gymmotivation,Health & Fitness,TikTok,2026-01-25
#gymrat #gymmotivation #fypシ゚viral #GymTok #glutesworkout,#gymrat #gymmotivation #fypシ゚viral #GymTok #glutesworkout,#gymrat #gymmotivation #fypシ #gymtok #glutesworkout,Health & Fitness,TikTok,2026-01-25
#gymtok #gymrat #gymgirl #gymmotivation,#gymtok #gymrat #gymgirl #gymmotivation,#gymtok #gymrat #gymgirl #gymmotivation,Health & Fitness,TikTok,2026-01-25
"LAGI DI FASE:
1 hari gym, 6 hari rest🥲
karena kelelahan jaga","LAGI DI FASE:
1 hari gym, 6 hari rest🥲
karena kelelahan jaga IGD

(mohon maaf ketinya basah. ketiku gak pernah pake deodoran soalnya ketinya tidak pernah bauk. makanya kalau keringetan ya akan tetap basah ketinya🙏 TMI sih, tapi wajib aku jelaskan🥲)

#gym #gymtok",#gym #gymtok,Health & Fitness,TikTok,2026-01-25
"Harus coba🫵🏻
#gymgirl #gymchallenge #challenge #gym","Harus coba🫵🏻
#gymgirl #gymchallenge #challenge #gym",#gymgirl #gymchallenge #challenge #gym,Health & Fitness,TikTok,2026-01-25
#CapCut #absworkout #gymtok #workout #gymmotivation,#CapCut #absworkout #gymtok #workout #gymmotivation,#capcut #absworkout #gymtok #workout #gymmotivation,Health & Fitness,TikTok,2026-01-25
"Leg day 🥵🤪
ac: @itsmichimiko
#fyp #foryou #gymtok #workout #","Leg day 🥵🤪
ac: @itsmichimiko
#fyp #foryou #gymtok #workout #bodybuilding #gym #gymlover #fitnessgirl #gymnastics #gymgirl #glutesworkout #glutesday #koleksiberharga",#fyp #foryou #gymtok #workout #bodybuilding #gym #gymlover #fitnessgirl #gymnastics #gymgirl #glutesworkout #glutesday #koleksiberharga,Health & Fitness,TikTok,2026-01-25
"kalo latihan sama dia bebannya ditambah terus, tp makin berp","kalo latihan sama dia bebannya ditambah terus, tp makin berprogres ototnya❤️‍🔥 #gymlife",#gymlife,Health & Fitness,TikTok,2026-01-25
🔥🔥 #shizzylifts #shizzy #shizzylifts #gym #gymmotivation #mo,🔥🔥 #shizzylifts #shizzy #shizzylifts #gym #gymmotivation #motivation #wegogym🔱 #workout #workoutmotivation #gymtok #berotot #gymtok #workout #gymlove #foryou #fitness #fitnessmotivation #bodybuilding #gymastics,#shizzylifts #shizzy #shizzylifts #gym #gymmotivation #motivation #wegogym #workout #workoutmotivation #gymtok #berotot #gymtok #workout #gymlove #foryou #fitness #fitnessmotivation #bodybuilding #gymastics,Health & Fitness,TikTok,2026-01-25
#dokter #gym #CapCut,#dokter #gym #CapCut,#dokter #gym #capcut,Health & Fitness,TikTok,2026-01-25
"gym body 💪🏻
#douyin抖音 #douyin #fypシ #fyp","gym body 💪🏻
#douyin抖音 #douyin #fypシ #fyp",#douyin抖音 #douyin #fypシ #fyp,Health & Fitness,TikTok,2026-01-25
udah hHourgls blum 🗿#hourglassbody #workoutmotivation #gymmo,udah hHourgls blum 🗿#hourglassbody #workoutmotivation #gymmotivation #fypシ #4u,#hourglassbody #workoutmotivation #gymmotivation #fypシ #4u,Health & Fitness,TikTok,2026-01-25
"me pretending this is easy

#fitnesstok #mobilityexcercise #","me pretending this is easy

#fitnesstok #mobilityexcercise #fitnesslover #gymlover #gymhumor",#fitnesstok #mobilityexcercise #fitnesslover #gymlover #gymhumor,Health & Fitness,TikTok,2026-01-25
🥀🥀#gymsad #gym #gymtok #gymbro #fyp #fypage #foryoupage,🥀🥀#gymsad #gym #gymtok #gymbro #fyp #fypage #foryoupage,#gymsad #gym #gymtok #gymbro #fyp #fypage #foryoupage,Health & Fitness,TikTok,2026-01-25
"Sitem kerja sekarang dengan perbudakan zaman dulu.

#timothy","Sitem kerja sekarang dengan perbudakan zaman dulu.

#timothyronald #akademicrypto #edukasi #perbudakan #sistemuang",#timothyronald #akademicrypto #edukasi #perbudakan #sistemuang,Edukasi Singkat,TikTok,2026-01-25
#edukasisingkat #katakatamotivasi #belajardiam #fypシ,#edukasisingkat #katakatamotivasi #belajardiam #fypシ,#edukasisingkat #katakatamotivasi #belajardiam #fypシ,Edukasi Singkat,TikTok,2026-01-25
Kenapa Nuklir Hampir Mustahil Dihentikan Setelah Diluncurkan,"Kenapa Nuklir Hampir Mustahil Dihentikan Setelah Diluncurkan?
Begitu senjata nuklir dilepaskan, waktu reaksi manusia hampir nol. Kecepatannya ekstrem, lintasannya singkat, dan semuanya berjalan otomatis. Inilah alasan kenapa sekali dilepas, tidak ada jalan kembali.",,Edukasi Singkat,TikTok,2026-01-25
"Yuk, kenali lebih dalam tentang HIV/AIDS! Pahami fakta, risi","Yuk, kenali lebih dalam tentang HIV/AIDS! Pahami fakta, risiko, dan cara pencegahannya dalam video edukasi singkat ini. Dengan informasi yang tepat, kita bisa melindungi diri dan orang-orang tercinta.

#rsbundagroup #bmhs #becausefamilymatters #everystepwithbunda",#rsbundagroup #bmhs #becausefamilymatters #everystepwithbunda,Edukasi Singkat,TikTok,2026-01-25
"Setelah Lulus SMA bingung mau ngapain?

PART 1

#edukasivira","Setelah Lulus SMA bingung mau ngapain?

PART 1

#edukasiviral , #faktaedukatif , #belajaronline , #edukasizamannow , #ilmupopuler , #edukasisingkat , #infomenarik , #belajarmudah , #videopendidikan , #kontenedukatif #edukasiterkini , #belajarasik , #tipsbelajar ,",#edukasiviral #faktaedukatif #belajaronline #edukasizamannow #ilmupopuler #edukasisingkat #infomenarik #belajarmudah #videopendidikan #kontenedukatif #edukasiterkini #belajarasik #tipsbelajar,Edukasi Singkat,TikTok,2026-01-25
"10 Kematian Paling Tolol Dijelaskan !
.
#edukasi #singkat","10 Kematian Paling Tolol Dijelaskan !
.
#edukasi #singkat",#edukasi #singkat,Edukasi Singkat,TikTok,2026-01-25
#Konsistensi #EdukasiSingkat #MotivasiTikTok #SelfImprovemen,#Konsistensi #EdukasiSingkat #MotivasiTikTok #SelfImprovement #FYPIndonesia,#konsistensi #edukasisingkat #motivasitiktok #selfimprovement #fypindonesia,Edukasi Singkat,TikTok,2026-01-25
"Pesawat Ngerem Bukan Cuma dari Roda 😱 Ini Cara Sebenarnya!

","Pesawat Ngerem Bukan Cuma dari Roda 😱 Ini Cara Sebenarnya!

Banyak yang kira pesawat berhenti karena rem roda.
Padahal saat landing, mesin jet ikut mengerem lewat reverse thrust ✈️
Dorongan mesin dibalik ke depan untuk mengurangi kecepatan,
terutama di landasan pendek atau basah.",,Edukasi Singkat,TikTok,2026-01-25
"Sudah tayang di youtube guys

#edukasi
#singkat
#kedinasan","Sudah tayang di youtube guys

#edukasi
#singkat
#kedinasan",#edukasi #singkat #kedinasan,Edukasi Singkat,TikTok,2026-01-25
"Kra Kanal 🚢✨
Jalur laut yang katanya bisa mempersingkat ribu","Kra Kanal 🚢✨
Jalur laut yang katanya bisa mempersingkat ribuan kilometer pelayaran dunia.
Tapi… apakah dampaknya sebanding dengan risikonya?
Tonton sampai akhir dan tulis pendapatmu 👇
#KraKanal #FaktaDunia #EdukasiSingkat #IPS #ClayAnimation",#krakanal #faktadunia #edukasisingkat #ips #clayanimation,Edukasi Singkat,TikTok,2026-01-25
"Cintaku sucii 🙂‍↕️
Btw penjelasan nya singkat aja ya
Sebenar","Cintaku sucii 🙂‍↕️
Btw penjelasan nya singkat aja ya
Sebenarnya matahari tuh gak cuma diem bro
tapi mengelilingi pusat galaksi Bimasakti seperti bumi mengelilingi matahari bro bedanya klo 1 tahun bumi 365 hari tapi klo 1 tahun galaksi itu setara ±250jt tahun.Matahari juga mengelilingi pusat galaksi Bimasakti dengan kecepatan yang luar biasa yaitu 800.000km/jam - 900.000km/jam.",,Edukasi Singkat,TikTok,2026-01-25
